,itemname,kindname,countyname,marketname,yyyy,regday,price
0,[],[],평균,[],2000,01/03,"1,100"
1,[],[],평균,[],2000,01/04,"1,100"
2,[],[],평균,[],2000,01/05,"1,100"
3,[],[],평균,[],2000,01/06,"1,100"
4,[],[],평균,[],2000,01/07,"1,100"
5,[],[],평균,[],2000,01/08,"1,100"
6,[],[],평균,[],2000,01/10,"1,100"
7,[],[],평균,[],2000,01/11,"1,100"
8,[],[],평균,[],2000,01/12,"1,100"
9,[],[],평균,[],2000,01/13,"1,000"
10,[],[],평균,[],2000,01/14,"1,000"
11,[],[],평균,[],2000,01/15,"1,000"
12,[],[],평균,[],2000,01/17,"1,000"
13,[],[],평균,[],2000,01/18,"1,000"
14,[],[],평균,[],2000,01/19,"1,000"
15,[],[],평균,[],2000,01/20,"1,000"
16,[],[],평균,[],2000,01/21,"1,000"
17,[],[],평균,[],2000,01/22,"1,000"
18,[],[],평균,[],2000,01/24,"1,000"
19,[],[],평균,[],2000,01/25,"1,000"
20,[],[],평균,[],2000,01/26,"1,000"
21,[],[],평균,[],2000,01/27,"1,000"
22,[],[],평균,[],2000,01/28,"1,000"
23,[],[],평균,[],2000,01/29,"1,000"
24,[],[],평균,[],2000,01/31,"1,000"
25,[],[],평균,[],2000,02/01,"1,000"
26,[],[],평균,[],2000,02/02,"1,000"
27,[],[],평균,[],2000,02/03,"1,000"
28,[],[],평균,[],2000,02/07,"1,000"
29,[],[],평균,[],2000,02/08,"1,000"
30,[],[],평균,[],2000,02/09,"1,000"
31,[],[],평균,[],2000,02/10,"1,000"
32,[],[],평균,[],2000,02/11,"1,000"
33,[],[],평균,[],2000,02/12,"1,000"
34,[],[],평균,[],2000,02/14,"1,000"
35,[],[],평균,[],2000,02/15,"1,000"
36,[],[],평균,[],2000,02/16,"1,000"
37,[],[],평균,[],2000,02/17,950
38,[],[],평균,[],2000,02/18,950
39,[],[],평균,[],2000,02/19,950
40,[],[],평균,[],2000,02/21,950
41,[],[],평균,[],2000,02/22,950
42,[],[],평균,[],2000,02/23,950
43,[],[],평균,[],2000,02/24,950
44,[],[],평균,[],2000,02/25,950
45,[],[],평균,[],2000,02/26,950
46,[],[],평균,[],2000,02/28,950
47,[],[],평균,[],2000,02/29,950
48,[],[],평균,[],2000,03/02,950
49,[],[],평균,[],2000,03/03,950
50,[],[],평균,[],2000,03/04,950
51,[],[],평균,[],2000,03/06,950
52,[],[],평균,[],2000,03/07,950
53,[],[],평균,[],2000,03/08,950
54,[],[],평균,[],2000,03/09,950
55,[],[],평균,[],2000,03/10,950
56,[],[],평균,[],2000,03/11,950
57,[],[],평균,[],2000,03/13,950
58,[],[],평균,[],2000,03/14,950
59,[],[],평균,[],2000,03/15,950
60,[],[],평균,[],2000,03/16,950
61,[],[],평균,[],2000,03/17,950
62,[],[],평균,[],2000,03/18,950
63,[],[],평균,[],2000,03/20,950
64,[],[],평균,[],2000,03/21,950
65,[],[],평균,[],2000,03/22,950
66,[],[],평균,[],2000,03/23,950
67,[],[],평균,[],2000,03/24,950
68,[],[],평균,[],2000,03/25,950
69,[],[],평균,[],2000,03/27,950
70,[],[],평균,[],2000,03/28,950
71,[],[],평균,[],2000,03/29,950
72,[],[],평균,[],2000,03/30,950
73,[],[],평균,[],2000,03/31,950
74,[],[],평균,[],2000,04/01,950
75,[],[],평균,[],2000,04/03,950
76,[],[],평균,[],2000,04/04,950
77,[],[],평균,[],2000,04/06,950
78,[],[],평균,[],2000,04/07,950
79,[],[],평균,[],2000,04/08,950
80,[],[],평균,[],2000,04/10,950
81,[],[],평균,[],2000,04/11,950
82,[],[],평균,[],2000,04/12,950
83,[],[],평균,[],2000,04/14,950
84,[],[],평균,[],2000,04/15,900
85,[],[],평균,[],2000,04/17,900
86,[],[],평균,[],2000,04/18,900
87,[],[],평균,[],2000,04/19,900
88,[],[],평균,[],2000,04/20,900
89,[],[],평균,[],2000,04/21,900
90,[],[],평균,[],2000,04/22,900
91,[],[],평균,[],2000,04/24,900
92,[],[],평균,[],2000,04/25,900
93,[],[],평균,[],2000,04/26,900
94,[],[],평균,[],2000,04/27,900
95,[],[],평균,[],2000,04/28,850
96,[],[],평균,[],2000,04/29,850
97,[],[],평균,[],2000,05/02,850
98,[],[],평균,[],2000,05/03,850
99,[],[],평균,[],2000,05/04,850
100,[],[],평균,[],2000,05/06,800
101,[],[],평균,[],2000,05/08,800
102,[],[],평균,[],2000,05/09,850
103,[],[],평균,[],2000,05/10,850
104,[],[],평균,[],2000,05/12,850
105,[],[],평균,[],2000,05/13,900
106,[],[],평균,[],2000,05/15,900
107,[],[],평균,[],2000,05/16,900
108,[],[],평균,[],2000,05/17,900
109,[],[],평균,[],2000,05/18,900
110,[],[],평균,[],2000,05/19,900
111,[],[],평균,[],2000,05/20,900
112,[],[],평균,[],2000,05/22,900
113,[],[],평균,[],2000,05/23,900
114,[],[],평균,[],2000,05/24,900
115,[],[],평균,[],2000,05/25,900
116,[],[],평균,[],2000,05/26,900
117,[],[],평균,[],2000,05/27,900
118,[],[],평균,[],2000,05/29,900
119,[],[],평균,[],2000,05/30,900
120,[],[],평균,[],2000,05/31,900
121,[],[],평균,[],2000,06/01,900
122,[],[],평균,[],2000,06/02,950
123,[],[],평균,[],2000,06/03,950
124,[],[],평균,[],2000,06/05,950
125,[],[],평균,[],2000,06/07,"1,000"
126,[],[],평균,[],2000,06/08,"1,000"
127,[],[],평균,[],2000,06/09,900
128,[],[],평균,[],2000,06/10,900
129,[],[],평균,[],2000,06/12,900
130,[],[],평균,[],2000,06/13,"1,000"
131,[],[],평균,[],2000,06/14,"1,000"
132,[],[],평균,[],2000,06/15,"1,000"
133,[],[],평균,[],2000,06/16,"1,000"
134,[],[],평균,[],2000,06/17,"1,000"
135,[],[],평균,[],2000,06/19,"1,000"
136,[],[],평균,[],2000,06/20,"1,000"
137,[],[],평균,[],2000,06/21,"1,000"
138,[],[],평균,[],2000,06/22,"1,000"
139,[],[],평균,[],2000,06/23,"1,000"
140,[],[],평균,[],2000,06/24,"1,000"
141,[],[],평균,[],2000,06/26,"1,000"
142,[],[],평균,[],2000,06/27,"1,000"
143,[],[],평균,[],2000,06/28,"1,000"
