,itemname,kindname,countyname,marketname,yyyy,regday,price
0,[],[],평균,[],2000,01/03,700
1,[],[],평균,[],2000,01/04,700
2,[],[],평균,[],2000,01/05,700
3,[],[],평균,[],2000,01/06,700
4,[],[],평균,[],2000,01/07,700
5,[],[],평균,[],2000,01/08,700
6,[],[],평균,[],2000,01/10,700
7,[],[],평균,[],2000,01/11,700
8,[],[],평균,[],2000,01/12,700
9,[],[],평균,[],2000,01/13,700
10,[],[],평균,[],2000,01/14,700
11,[],[],평균,[],2000,01/15,700
12,[],[],평균,[],2000,01/17,700
13,[],[],평균,[],2000,01/18,700
14,[],[],평균,[],2000,01/19,700
15,[],[],평균,[],2000,01/20,700
16,[],[],평균,[],2000,01/21,700
17,[],[],평균,[],2000,01/22,700
18,[],[],평균,[],2000,01/24,700
19,[],[],평균,[],2000,01/25,700
20,[],[],평균,[],2000,01/26,700
21,[],[],평균,[],2000,01/27,700
22,[],[],평균,[],2000,01/28,700
23,[],[],평균,[],2000,01/29,700
24,[],[],평균,[],2000,01/31,700
25,[],[],평균,[],2000,02/01,700
26,[],[],평균,[],2000,02/02,700
27,[],[],평균,[],2000,02/03,700
28,[],[],평균,[],2000,02/07,700
29,[],[],평균,[],2000,02/08,700
30,[],[],평균,[],2000,02/09,700
31,[],[],평균,[],2000,02/10,700
32,[],[],평균,[],2000,02/11,700
33,[],[],평균,[],2000,02/12,700
34,[],[],평균,[],2000,02/14,700
35,[],[],평균,[],2000,02/15,700
36,[],[],평균,[],2000,02/16,700
37,[],[],평균,[],2000,02/17,700
38,[],[],평균,[],2000,02/18,700
39,[],[],평균,[],2000,02/19,700
40,[],[],평균,[],2000,02/21,700
41,[],[],평균,[],2000,02/22,700
42,[],[],평균,[],2000,02/23,700
43,[],[],평균,[],2000,02/24,700
44,[],[],평균,[],2000,02/25,700
45,[],[],평균,[],2000,02/26,700
46,[],[],평균,[],2000,02/28,720
47,[],[],평균,[],2000,02/29,720
48,[],[],평균,[],2000,03/02,800
49,[],[],평균,[],2000,03/03,800
50,[],[],평균,[],2000,03/04,800
51,[],[],평균,[],2000,03/06,900
52,[],[],평균,[],2000,03/07,900
53,[],[],평균,[],2000,03/08,"1,000"
