,itemname,kindname,countyname,marketname,yyyy,regday,price
0,[],[],평균,[],2004,01/02,"1,500"
1,[],[],평균,[],2004,01/03,"1,500"
2,[],[],평균,[],2004,01/05,"1,500"
3,[],[],평균,[],2004,01/06,"1,500"
4,[],[],평균,[],2004,01/07,"1,500"
5,[],[],평균,[],2004,01/08,"1,500"
6,[],[],평균,[],2004,01/09,"1,500"
7,[],[],평균,[],2004,01/10,"1,500"
8,[],[],평균,[],2004,01/12,"1,500"
9,[],[],평균,[],2004,01/13,"1,500"
10,[],[],평균,[],2004,01/14,"1,500"
11,[],[],평균,[],2004,01/15,"1,500"
12,[],[],평균,[],2004,01/16,"1,500"
13,[],[],평균,[],2004,01/17,"1,500"
14,[],[],평균,[],2004,01/19,"1,500"
15,[],[],평균,[],2004,01/20,"1,500"
16,[],[],평균,[],2004,01/24,"1,500"
17,[],[],평균,[],2004,01/26,"1,500"
18,[],[],평균,[],2004,01/27,"1,500"
19,[],[],평균,[],2004,01/28,"1,500"
20,[],[],평균,[],2004,01/29,"1,500"
21,[],[],평균,[],2004,01/30,"1,500"
22,[],[],평균,[],2004,01/31,"1,500"
23,[],[],평균,[],2004,02/02,"1,500"
24,[],[],평균,[],2004,02/03,"1,500"
25,[],[],평균,[],2004,02/04,"1,500"
26,[],[],평균,[],2004,02/05,"1,500"
27,[],[],평균,[],2004,02/06,"1,500"
28,[],[],평균,[],2004,02/07,"1,500"
29,[],[],평균,[],2004,02/09,"1,500"
30,[],[],평균,[],2004,02/10,"1,500"
31,[],[],평균,[],2004,02/11,"1,500"
32,[],[],평균,[],2004,02/12,"1,500"
33,[],[],평균,[],2004,02/13,"1,500"
34,[],[],평균,[],2004,02/14,"1,500"
35,[],[],평균,[],2004,02/16,"1,500"
36,[],[],평균,[],2004,02/17,"1,400"
37,[],[],평균,[],2004,02/18,"1,400"
38,[],[],평균,[],2004,02/19,"1,400"
39,[],[],평균,[],2004,02/20,"1,400"
40,[],[],평균,[],2004,02/21,"1,400"
41,[],[],평균,[],2004,02/23,"1,400"
42,[],[],평균,[],2004,02/24,"1,400"
43,[],[],평균,[],2004,02/25,"1,400"
44,[],[],평균,[],2004,02/26,"1,400"
45,[],[],평균,[],2004,02/27,"1,400"
46,[],[],평균,[],2004,02/28,"1,400"
47,[],[],평균,[],2004,03/02,"1,400"
48,[],[],평균,[],2004,03/03,"1,400"
