,itemname,kindname,countyname,marketname,yyyy,regday,price
0,[],[],평균,[],2000,01/03,"1,200"
1,[],[],평균,[],2000,01/04,"1,100"
2,[],[],평균,[],2000,01/05,"1,100"
3,[],[],평균,[],2000,01/06,"1,100"
4,[],[],평균,[],2000,01/07,"1,100"
5,[],[],평균,[],2000,01/08,"1,100"
6,[],[],평균,[],2000,01/10,"1,100"
7,[],[],평균,[],2000,01/11,"1,100"
8,[],[],평균,[],2000,01/12,"1,100"
9,[],[],평균,[],2000,01/13,"1,100"
10,[],[],평균,[],2000,01/14,"1,100"
11,[],[],평균,[],2000,01/15,"1,100"
12,[],[],평균,[],2000,01/17,"1,100"
13,[],[],평균,[],2000,01/18,"1,100"
14,[],[],평균,[],2000,01/19,"1,100"
15,[],[],평균,[],2000,01/20,"1,100"
16,[],[],평균,[],2000,01/21,"1,100"
17,[],[],평균,[],2000,01/22,"1,100"
18,[],[],평균,[],2000,01/24,"1,100"
19,[],[],평균,[],2000,01/25,"1,100"
20,[],[],평균,[],2000,01/26,"1,100"
21,[],[],평균,[],2000,01/27,"1,100"
22,[],[],평균,[],2000,01/28,"1,100"
23,[],[],평균,[],2000,01/29,"1,200"
24,[],[],평균,[],2000,01/31,"1,200"
25,[],[],평균,[],2000,02/01,"1,200"
26,[],[],평균,[],2000,02/02,"1,200"
27,[],[],평균,[],2000,02/03,"1,200"
28,[],[],평균,[],2000,02/07,"1,200"
29,[],[],평균,[],2000,02/08,"1,200"
30,[],[],평균,[],2000,02/09,"1,200"
31,[],[],평균,[],2000,02/10,"1,100"
32,[],[],평균,[],2000,02/11,"1,100"
33,[],[],평균,[],2000,02/12,"1,100"
34,[],[],평균,[],2000,02/14,"1,100"
35,[],[],평균,[],2000,02/15,"1,100"
36,[],[],평균,[],2000,02/16,"1,100"
37,[],[],평균,[],2000,02/17,"1,100"
38,[],[],평균,[],2000,02/18,"1,100"
39,[],[],평균,[],2000,02/19,"1,100"
40,[],[],평균,[],2000,02/21,"1,100"
41,[],[],평균,[],2000,02/22,"1,100"
42,[],[],평균,[],2000,02/23,"1,100"
43,[],[],평균,[],2000,02/24,"1,000"
44,[],[],평균,[],2000,02/25,"1,000"
45,[],[],평균,[],2000,02/26,"1,000"
46,[],[],평균,[],2000,02/28,"1,000"
47,[],[],평균,[],2000,02/29,"1,000"
48,[],[],평균,[],2000,03/02,"1,000"
49,[],[],평균,[],2000,03/03,"1,000"
50,[],[],평균,[],2000,03/04,"1,000"
51,[],[],평균,[],2000,03/06,"1,000"
52,[],[],평균,[],2000,03/07,"1,000"
53,[],[],평균,[],2000,03/08,"1,000"
54,[],[],평균,[],2000,03/09,"1,000"
55,[],[],평균,[],2000,03/10,"1,000"
56,[],[],평균,[],2000,03/11,"1,000"
57,[],[],평균,[],2000,03/13,"1,000"
58,[],[],평균,[],2000,03/14,"1,000"
59,[],[],평균,[],2000,03/15,"1,000"
60,[],[],평균,[],2000,03/16,"1,000"
61,[],[],평균,[],2000,03/17,"1,000"
62,[],[],평균,[],2000,03/18,"1,000"
63,[],[],평균,[],2000,03/20,"1,000"
64,[],[],평균,[],2000,03/21,"1,000"
65,[],[],평균,[],2000,03/22,"1,000"
66,[],[],평균,[],2000,03/23,"1,000"
67,[],[],평균,[],2000,03/24,"1,000"
68,[],[],평균,[],2000,03/25,"1,000"
69,[],[],평균,[],2000,03/27,"1,000"
70,[],[],평균,[],2000,03/28,"1,000"
71,[],[],평균,[],2000,03/29,"1,000"
72,[],[],평균,[],2000,03/30,"1,000"
73,[],[],평균,[],2000,03/31,"1,000"
74,[],[],평균,[],2000,04/01,"1,000"
