,itemname,kindname,countyname,marketname,yyyy,regday,price
0,[],[],평균,[],2016,01/04,"1,450"
1,[],[],평균,[],2016,01/05,"1,450"
2,[],[],평균,[],2016,01/06,"1,450"
3,[],[],평균,[],2016,01/07,"1,450"
4,[],[],평균,[],2016,01/08,"1,450"
5,[],[],평균,[],2016,01/11,"1,450"
6,[],[],평균,[],2016,01/12,"1,450"
7,[],[],평균,[],2016,01/13,"1,450"
8,[],[],평균,[],2016,01/14,"1,450"
9,[],[],평균,[],2016,01/15,"1,450"
10,[],[],평균,[],2016,01/18,"1,450"
11,[],[],평균,[],2016,01/19,"1,450"
12,[],[],평균,[],2016,01/20,"1,450"
13,[],[],평균,[],2016,01/21,"1,450"
14,[],[],평균,[],2016,01/22,"1,450"
15,[],[],평균,[],2016,01/25,"1,450"
16,[],[],평균,[],2016,01/26,"1,450"
17,[],[],평균,[],2016,01/27,"1,450"
18,[],[],평균,[],2016,01/28,"1,450"
19,[],[],평균,[],2016,01/29,"1,450"
20,[],[],평균,[],2016,02/01,"1,450"
21,[],[],평균,[],2016,02/02,"1,450"
22,[],[],평균,[],2016,02/03,"1,450"
23,[],[],평균,[],2016,02/04,"1,450"
24,[],[],평균,[],2016,02/05,"1,450"
25,[],[],평균,[],2016,02/11,"1,450"
26,[],[],평균,[],2016,02/12,"1,450"
27,[],[],평균,[],2016,02/15,"1,400"
28,[],[],평균,[],2016,02/16,"1,400"
29,[],[],평균,[],2016,02/17,"1,400"
30,[],[],평균,[],2016,02/18,"1,400"
31,[],[],평균,[],2016,02/19,"1,400"
32,[],[],평균,[],2016,02/22,"1,400"
33,[],[],평균,[],2016,02/23,"1,400"
34,[],[],평균,[],2016,02/24,"1,400"
35,[],[],평균,[],2016,02/25,"1,400"
36,[],[],평균,[],2016,02/26,"1,400"
37,[],[],평균,[],2016,02/29,"1,400"
38,[],[],평균,[],2016,03/02,"1,400"
39,[],[],평균,[],2016,03/03,"1,400"
40,[],[],평균,[],2016,03/04,"1,400"
41,[],[],평균,[],2016,03/07,"1,400"
42,[],[],평균,[],2016,03/08,"1,400"
43,[],[],평균,[],2016,03/09,"1,400"
44,[],[],평균,[],2016,03/10,"1,400"
45,[],[],평균,[],2016,03/11,"1,400"
46,[],[],평균,[],2016,03/14,"1,400"
47,[],[],평균,[],2016,03/15,"1,400"
48,[],[],평균,[],2016,03/16,"1,400"
49,[],[],평균,[],2016,03/17,"1,400"
50,[],[],평균,[],2016,03/18,"1,400"
51,[],[],평균,[],2016,03/21,"1,400"
52,[],[],평균,[],2016,03/22,"1,400"
53,[],[],평균,[],2016,03/23,"1,400"
54,[],[],평균,[],2016,03/24,"1,400"
55,[],[],평균,[],2016,03/25,"1,400"
56,[],[],평균,[],2016,03/28,"1,400"
57,[],[],평균,[],2016,03/29,"1,400"
58,[],[],평균,[],2016,03/30,"1,400"
59,[],[],평균,[],2016,03/31,"1,300"
60,[],[],평균,[],2016,04/01,"1,250"
61,[],[],평균,[],2016,04/04,"1,250"
62,[],[],평균,[],2016,04/05,"1,250"
63,[],[],평균,[],2016,04/06,"1,350"
64,[],[],평균,[],2016,04/07,"1,350"
65,[],[],평균,[],2016,04/08,"1,400"
66,[],[],평균,[],2016,04/11,"1,400"
67,[],[],평균,[],2016,04/12,"1,400"
68,[],[],평균,[],2016,04/14,"1,400"
69,[],[],평균,[],2016,04/15,"1,400"
70,[],[],평균,[],2016,04/18,"1,400"
71,[],[],평균,[],2016,04/19,"1,400"
72,[],[],평균,[],2016,04/20,"1,400"
73,[],[],평균,[],2016,05/02,800
74,[],[],평균,[],2016,05/03,800
75,[],[],평균,[],2016,05/04,650
76,[],[],평균,[],2016,05/09,600
77,[],[],평균,[],2016,05/10,600
78,[],[],평균,[],2016,05/11,600
79,[],[],평균,[],2016,05/12,600
80,[],[],평균,[],2016,05/13,600
81,[],[],평균,[],2016,05/16,600
82,[],[],평균,[],2016,05/17,600
83,[],[],평균,[],2016,05/18,600
84,[],[],평균,[],2016,05/19,600
85,[],[],평균,[],2016,05/20,600
86,[],[],평균,[],2016,05/23,600
87,[],[],평균,[],2016,05/24,600
88,[],[],평균,[],2016,05/25,600
89,[],[],평균,[],2016,05/26,600
90,[],[],평균,[],2016,05/27,600
91,[],[],평균,[],2016,05/30,600
92,[],[],평균,[],2016,05/31,600
93,[],[],평균,[],2016,06/01,600
94,[],[],평균,[],2016,06/02,600
95,[],[],평균,[],2016,06/03,600
96,[],[],평균,[],2016,06/07,600
97,[],[],평균,[],2016,06/08,600
98,[],[],평균,[],2016,06/09,600
99,[],[],평균,[],2016,06/10,600
100,[],[],평균,[],2016,06/13,600
101,[],[],평균,[],2016,06/14,600
102,[],[],평균,[],2016,06/15,600
103,[],[],평균,[],2016,06/16,600
104,[],[],평균,[],2016,06/17,600
105,[],[],평균,[],2016,06/20,550
106,[],[],평균,[],2016,06/21,550
107,[],[],평균,[],2016,06/22,550
108,[],[],평균,[],2016,06/23,550
109,[],[],평균,[],2016,06/24,550
110,[],[],평균,[],2016,06/27,550
111,[],[],평균,[],2016,06/28,550
112,[],[],평균,[],2016,06/29,550
